Employee_ID,Age,Gender,Department,Job_Role,Education,Education_Field,Monthly_Income,Job_Satisfaction,Years_At_Company,Overtime,Job_Level,Joining_Date,Attrition
EMP1255,49,Male,Finance,IT Specialist,Bachelor's,Technical Degree,31142,1,10,Yes,1,2018-09-18,No
EMP1256,38,Female,Sales,Data Analyst,Master's,Marketing,66862,4,5,Yes,4,2023-12-11,No
EMP1257,38,Male,IT,Manager,Bachelor's,Human Resources,175575,1,7,No,5,2024-10-07,No
EMP1258,22,Male,Finance,Data Analyst,Master's,Technical Degree,150438,1,3,No,2,2020-08-18,No
EMP1259,55,Male,Sales,Data Analyst,PhD,Finance,73456,3,17,No,2,2025-09-04,No
EMP1260,36,Male,Research & Development,Manager,Master's,Finance,125167,1,10,No,2,2021-07-09,No
EMP1261,56,Female,IT,HR Specialist,Bachelor's,Finance,107035,3,4,No,4,2024-04-27,No
EMP1262,53,Female,Research & Development,HR Specialist,Master's,Finance,33016,4,14,Yes,4,2017-10-13,No
EMP1263,24,Male,Sales,IT Specialist,Bachelor's,Marketing,27384,4,17,No,3,2021-07-02,No
EMP1264,53,Male,Research & Development,Research Scientist,Bachelor's,Life Sciences,171144,1,1,No,2,2020-08-24,No
EMP1265,34,Female,Research & Development,IT Specialist,Master's,Technical Degree,127239,2,10,No,3,2017-04-18,No
EMP1266,41,Female,Human Resources,Research Scientist,Bachelor's,Marketing,136431,3,12,Yes,2,2019-06-26,Yes
EMP1267,40,Female,Human Resources,Data Analyst,Bachelor's,Finance,105018,3,3,No,3,2015-08-14,No
EMP1268,28,Female,Research & Development,Manager,Master's,Life Sciences,65510,1,6,No,3,2024-07-28,Yes
EMP1269,27,Male,Sales,Data Analyst,Bachelor's,Human Resources,46826,3,10,No,5,2019-12-19,No
EMP1270,23,Female,Research & Development,Sales Executive,Bachelor's,Human Resources,93026,3,3,Yes,3,2024-07-11,No
EMP1271,37,Male,Research & Development,HR Specialist,Bachelor's,Human Resources,146668,2,14,No,4,2020-11-30,No
EMP1272,53,Female,Sales,Research Scientist,Master's,Finance,49045,2,0,Yes,3,2020-07-13,No
EMP1273,32,Female,IT,IT Specialist,Master's,Human Resources,115102,1,2,Yes,2,2018-12-22,Yes
EMP1274,42,Female,Human Resources,Manager,Bachelor's,Medical,76919,2,13,No,3,2020-08-10,No
EMP1275,42,Female,Human Resources,Research Scientist,Bachelor's,Technical Degree,124441,1,5,Yes,1,2021-05-02,Yes
EMP1276,50,Female,Finance,IT Specialist,Bachelor's,Technical Degree,161917,4,17,Yes,2,2019-02-23,No
EMP1277,58,Male,Research & Development,HR Specialist,Bachelor's,Finance,143325,1,0,Yes,1,2018-05-16,No
EMP1278,58,Male,Finance,Data Analyst,Master's,Medical,44337,4,5,No,2,2019-07-04,No
EMP1279,28,Female,Research & Development,HR Specialist,Bachelor's,Marketing,178385,1,5,No,4,2019-10-02,No
EMP1280,47,Female,Sales,Financial Analyst,Bachelor's,Marketing,102949,3,20,No,4,2023-03-19,No
EMP1281,47,Male,Research & Development,Sales Executive,Master's,Human Resources,25276,2,15,No,4,2024-06-02,No
EMP1282,54,Female,Research & Development,Financial Analyst,Master's,Life Sciences,76151,4,4,Yes,1,2015-11-02,No
EMP1283,41,Female,Human Resources,Manager,Master's,Marketing,173683,1,16,No,5,2020-08-21,No
EMP1284,50,Male,Sales,Research Scientist,Bachelor's,Life Sciences,168016,2,9,No,2,2024-05-09,No
EMP1285,53,Female,Sales,Manager,Bachelor's,Technical Degree,77887,1,20,Yes,4,2024-09-06,No
EMP1286,48,Female,Sales,Data Analyst,Bachelor's,Life Sciences,106442,2,17,No,2,2019-09-20,No
EMP1287,53,Male,Sales,IT Specialist,Bachelor's,Technical Degree,74847,2,6,No,1,2019-08-17,No
EMP1288,25,Male,Human Resources,HR Specialist,Master's,Medical,83653,1,2,Yes,5,2019-02-26,No
EMP1289,39,Male,Sales,Financial Analyst,Master's,Medical,81622,4,12,No,1,2018-10-23,No
EMP1290,24,Female,Research & Development,Financial Analyst,Master's,Finance,52810,4,14,Yes,2,2025-09-22,No
EMP1291,55,Male,Research & Development,Data Analyst,Master's,Finance,102842,3,19,Yes,5,2023-03-04,No
EMP1292,37,Male,Research & Development,Financial Analyst,Bachelor's,Human Resources,147225,2,18,No,5,2016-02-24,No
EMP1293,48,Male,Finance,Data Analyst,Master's,Marketing,35503,3,2,No,1,2023-01-15,No
EMP1294,50,Male,Research & Development,Manager,Bachelor's,Human Resources,109761,3,3,No,4,2025-07-29,Yes
EMP1295,49,Male,Finance,HR Specialist,Master's,Technical Degree,151439,1,4,No,2,2021-01-27,No
EMP1296,26,Male,Research & Development,Research Scientist,Bachelor's,Human Resources,36590,1,0,Yes,3,2015-05-14,Yes
EMP1297,55,Female,Research & Development,IT Specialist,Bachelor's,Life Sciences,166958,1,3,No,3,2020-07-23,No
EMP1298,57,Female,IT,Research Scientist,Bachelor's,Technical Degree,168938,2,11,No,1,2023-04-01,No
EMP1299,44,Male,Sales,Manager,PhD,Finance,91624,1,9,No,2,2018-12-21,No
EMP1300,49,Male,Sales,IT Specialist,Bachelor's,Medical,165836,1,20,No,2,2023-06-24,No
EMP1301,51,Male,Finance,Financial Analyst,Bachelor's,Finance,145356,2,19,No,1,2019-04-03,No
EMP1302,55,Female,Sales,Sales Executive,Bachelor's,Marketing,67727,2,12,No,2,2023-12-06,No
EMP1303,53,Female,Finance,Manager,Master's,Technical Degree,103471,4,13,No,4,2018-03-10,No
EMP1304,41,Female,Research & Development,Manager,Master's,Technical Degree,33068,1,4,Yes,1,2024-12-05,No
EMP1305,52,Female,IT,HR Specialist,Master's,Life Sciences,141923,1,3,Yes,4,2020-02-13,Yes
EMP1306,43,Female,Human Resources,Research Scientist,Bachelor's,Marketing,163367,1,13,Yes,2,2019-12-25,Yes
EMP1307,53,Female,Research & Development,Manager,Master's,Medical,36390,4,9,No,1,2022-05-29,No
EMP1308,23,Female,IT,Manager,Bachelor's,Technical Degree,131752,1,16,No,2,2024-04-09,No
EMP1309,38,Female,Research & Development,Financial Analyst,Master's,Technical Degree,176203,4,9,No,1,2024-08-16,Yes
EMP1310,45,Female,IT,Financial Analyst,Master's,Life Sciences,119754,3,6,No,2,2018-09-04,No
EMP1311,51,Male,Sales,IT Specialist,Bachelor's,Human Resources,100969,4,15,No,4,2019-01-04,No
EMP1312,23,Male,Research & Development,Data Analyst,Bachelor's,Medical,171110,3,0,No,4,2023-08-30,No
EMP1313,60,Male,Sales,Data Analyst,Bachelor's,Finance,102064,1,16,Yes,2,2021-02-04,No
EMP1314,44,Male,Research & Development,Sales Executive,Bachelor's,Marketing,46281,3,20,Yes,1,2017-12-15,No
EMP1315,52,Female,Sales,Data Analyst,Bachelor's,Technical Degree,79189,4,8,No,3,2018-03-24,No
EMP1316,42,Female,Finance,HR Specialist,Master's,Technical Degree,73511,2,5,No,4,2019-08-23,No
EMP1317,43,Male,Finance,Sales Executive,Bachelor's,Finance,147115,3,18,No,4,2015-04-21,No
EMP1318,22,Female,IT,IT Specialist,Bachelor's,Medical,33605,3,12,Yes,3,2020-12-24,No
EMP1319,47,Male,Sales,Financial Analyst,Bachelor's,Human Resources,125318,1,2,Yes,2,2021-03-29,No
EMP1320,22,Female,Research & Development,Data Analyst,Bachelor's,Technical Degree,157453,4,6,No,1,2023-04-28,No
EMP1321,46,Male,Research & Development,Research Scientist,Master's,Medical,44810,3,8,Yes,2,2016-04-12,No
EMP1322,37,Female,Research & Development,Financial Analyst,Bachelor's,Finance,66869,3,4,Yes,5,2022-08-11,No
EMP1323,60,Female,Research & Development,HR Specialist,Master's,Life Sciences,57955,3,9,No,4,2021-12-03,No
EMP1324,53,Male,Research & Development,Financial Analyst,Master's,Human Resources,86388,3,16,Yes,5,2023-08-06,No
EMP1325,29,Female,Human Resources,HR Specialist,Master's,Marketing,35207,2,11,No,4,2017-03-24,No
EMP1326,59,Male,Research & Development,HR Specialist,Master's,Technical Degree,47031,4,15,No,4,2018-06-26,No
EMP1327,49,Male,Research & Development,HR Specialist,Bachelor's,Medical,105807,1,2,Yes,5,2017-09-20,No
EMP1328,46,Male,Sales,IT Specialist,PhD,Life Sciences,96312,1,8,No,5,2020-07-24,No
EMP1329,55,Male,Sales,HR Specialist,Bachelor's,Marketing,84766,2,14,No,2,2015-11-19,No
EMP1330,45,Female,Sales,HR Specialist,Bachelor's,Medical,168521,4,4,No,5,2023-02-17,No
EMP1331,44,Female,IT,Research Scientist,Master's,Medical,114833,3,12,No,2,2017-06-22,No
EMP1332,33,Female,Sales,Sales Executive,PhD,Marketing,136041,2,13,Yes,2,2019-03-22,No
EMP1333,27,Male,Sales,Manager,Master's,Life Sciences,141185,4,19,No,2,2020-06-22,No
EMP1334,56,Female,Research & Development,Sales Executive,Bachelor's,Finance,35350,3,14,Yes,4,2019-12-21,No
EMP1335,40,Male,Finance,HR Specialist,Bachelor's,Life Sciences,125859,2,15,No,4,2024-08-04,No
EMP1336,21,Female,IT,Research Scientist,PhD,Human Resources,93487,4,12,No,5,2024-09-28,No
EMP1337,28,Female,Finance,Financial Analyst,Bachelor's,Technical Degree,173694,1,16,No,4,2022-04-07,No
EMP1338,36,Female,Human Resources,Research Scientist,Master's,Marketing,148853,1,7,No,5,2021-10-12,Yes
EMP1339,34,Male,Research & Development,HR Specialist,Master's,Finance,78117,4,20,Yes,4,2024-02-23,No
EMP1340,32,Female,Sales,Research Scientist,Bachelor's,Marketing,126084,1,1,Yes,1,2025-05-08,No
EMP1341,43,Female,IT,Data Analyst,Bachelor's,Marketing,48782,4,4,No,1,2024-11-17,No
EMP1342,35,Male,Human Resources,Research Scientist,Bachelor's,Life Sciences,53454,3,5,No,5,2015-05-28,No
EMP1343,48,Female,Research & Development,HR Specialist,Bachelor's,Technical Degree,92904,4,11,No,4,2018-02-15,No
EMP1344,54,Male,Human Resources,IT Specialist,PhD,Human Resources,154936,3,17,Yes,4,2017-04-29,No
EMP1345,22,Female,Human Resources,Data Analyst,Bachelor's,Medical,171664,2,0,No,2,2016-01-02,No
EMP1346,52,Male,Research & Development,Research Scientist,PhD,Medical,178245,4,16,Yes,3,2022-12-07,No
EMP1347,43,Male,IT,Manager,Bachelor's,Marketing,147258,2,10,No,5,2017-12-25,No
EMP1348,42,Female,IT,Manager,PhD,Technical Degree,136668,1,9,No,3,2020-07-31,No
EMP1349,45,Male,Research & Development,Research Scientist,Bachelor's,Finance,149184,3,18,No,3,2022-10-31,No
EMP1350,42,Male,Human Resources,IT Specialist,Bachelor's,Life Sciences,41566,4,13,Yes,5,2024-06-03,No
EMP1351,42,Male,Sales,Financial Analyst,Bachelor's,Technical Degree,163262,2,9,No,4,2015-06-24,No
EMP1352,26,Male,Human Resources,HR Specialist,Master's,Technical Degree,63333,3,14,No,5,2020-01-29,No
EMP1353,35,Male,Sales,Manager,Master's,Life Sciences,146929,3,18,No,3,2016-08-10,No
EMP1354,57,Male,Research & Development,Financial Analyst,Master's,Marketing,114571,1,3,No,4,2016-05-09,No
EMP1355,53,Female,IT,Research Scientist,Bachelor's,Technical Degree,145263,1,1,No,1,2023-04-09,No
EMP1356,28,Male,Research & Development,Financial Analyst,Bachelor's,Medical,157661,3,8,No,5,2018-02-11,No
EMP1357,25,Male,Research & Development,Data Analyst,Master's,Life Sciences,50235,3,9,No,5,2023-09-18,No
EMP1358,59,Female,Research & Development,Sales Executive,Bachelor's,Finance,25159,4,10,Yes,4,2019-11-20,No
EMP1359,24,Female,Sales,Manager,Bachelor's,Human Resources,168217,3,13,No,1,2024-08-11,No
EMP1360,26,Female,Human Resources,Research Scientist,PhD,Marketing,129859,4,6,No,1,2025-05-14,No
EMP1361,52,Female,Sales,HR Specialist,PhD,Life Sciences,172309,3,14,Yes,4,2018-03-16,No
EMP1362,50,Female,Sales,IT Specialist,PhD,Human Resources,132507,1,18,No,2,2015-02-04,No
EMP1363,55,Female,Research & Development,Data Analyst,Master's,Human Resources,164316,4,14,No,5,2017-09-25,No
EMP1364,60,Female,Finance,Research Scientist,Bachelor's,Finance,39743,2,7,No,5,2018-08-25,No
EMP1365,36,Male,Human Resources,HR Specialist,Bachelor's,Technical Degree,71101,1,10,No,3,2022-01-29,No
EMP1366,33,Male,Sales,IT Specialist,Master's,Finance,146534,4,8,No,4,2022-08-29,No
EMP1367,50,Female,Research & Development,IT Specialist,Master's,Technical Degree,109227,4,14,No,3,2017-11-03,No
EMP1368,39,Male,Research & Development,Research Scientist,Bachelor's,Technical Degree,96126,2,0,Yes,3,2016-01-09,No
EMP1369,37,Male,Research & Development,Data Analyst,Bachelor's,Life Sciences,81071,4,0,No,1,2022-02-17,No
EMP1370,39,Male,Human Resources,Financial Analyst,Bachelor's,Life Sciences,99763,3,18,Yes,5,2018-12-22,No
EMP1371,48,Female,Research & Development,Financial Analyst,Master's,Marketing,168309,2,2,No,3,2019-10-18,No
EMP1372,46,Female,Research & Development,IT Specialist,PhD,Technical Degree,171721,1,9,No,1,2021-03-30,No
EMP1373,57,Male,Research & Development,Financial Analyst,Master's,Human Resources,71154,1,7,No,4,2016-12-05,No
EMP1374,46,Female,IT,Sales Executive,Bachelor's,Medical,32016,3,14,Yes,3,2016-07-16,No
EMP1375,43,Male,Research & Development,IT Specialist,PhD,Marketing,114678,1,9,No,5,2023-03-06,No
EMP1376,29,Male,Research & Development,IT Specialist,Master's,Life Sciences,137056,4,0,No,3,2023-01-13,No
EMP1377,32,Male,Research & Development,HR Specialist,Bachelor's,Finance,79238,4,17,Yes,4,2022-08-05,No
EMP1378,21,Male,Research & Development,Financial Analyst,Bachelor's,Marketing,83608,3,1,Yes,3,2025-03-23,No
EMP1379,21,Female,Finance,Data Analyst,Bachelor's,Marketing,114081,1,18,Yes,5,2024-08-12,Yes
EMP1380,54,Female,Research & Development,IT Specialist,Bachelor's,Marketing,75961,1,12,No,1,2024-10-13,No
EMP1381,52,Female,Human Resources,Data Analyst,PhD,Marketing,51917,3,0,Yes,5,2024-02-29,Yes
EMP1382,45,Male,Human Resources,Sales Executive,Bachelor's,Medical,178808,2,1,No,1,2020-02-17,No
EMP1383,60,Female,Research & Development,HR Specialist,PhD,Finance,52990,1,15,No,2,2020-10-24,No
EMP1384,21,Male,Research & Development,Research Scientist,Bachelor's,Finance,87551,2,14,No,5,2016-03-14,No
EMP1385,36,Female,IT,Data Analyst,Bachelor's,Finance,178512,1,12,Yes,5,2025-05-31,No
EMP1386,59,Male,Research & Development,IT Specialist,Bachelor's,Technical Degree,105811,1,15,No,4,2020-02-27,Yes
EMP1387,25,Male,Research & Development,Sales Executive,Bachelor's,Human Resources,80103,1,16,No,3,2020-06-02,No
EMP1388,42,Male,IT,Manager,Bachelor's,Finance,131122,1,20,No,1,2016-11-29,No
EMP1389,49,Female,Sales,Sales Executive,PhD,Marketing,44008,4,6,No,1,2018-08-05,No
EMP1390,23,Female,Sales,Sales Executive,Master's,Marketing,57402,2,16,No,4,2023-02-10,No
EMP1391,32,Female,Research & Development,HR Specialist,Master's,Finance,161865,2,6,No,4,2019-04-13,No
EMP1392,46,Female,IT,Research Scientist,Bachelor's,Finance,161643,1,12,No,3,2023-01-17,No
EMP1393,36,Male,Sales,Manager,Bachelor's,Marketing,172281,1,4,No,3,2016-11-22,No
EMP1394,57,Female,Sales,Financial Analyst,Bachelor's,Technical Degree,138550,2,16,Yes,5,2021-04-19,No
EMP1395,42,Female,Sales,Financial Analyst,Master's,Life Sciences,116218,4,2,Yes,2,2023-10-03,No
EMP1396,49,Male,Sales,Data Analyst,Bachelor's,Life Sciences,158296,3,6,Yes,3,2018-04-15,No
EMP1397,34,Male,Sales,Sales Executive,Bachelor's,Finance,145779,3,16,No,4,2023-07-06,No
EMP1398,48,Male,Research & Development,HR Specialist,Master's,Medical,154714,2,6,No,3,2021-09-23,No
EMP1399,25,Female,Research & Development,HR Specialist,Bachelor's,Finance,57441,1,20,No,1,2019-06-23,No
EMP1400,50,Male,Sales,Financial Analyst,Bachelor's,Finance,87368,1,0,No,2,2019-06-22,No
EMP1401,25,Male,Research & Development,Data Analyst,Bachelor's,Life Sciences,117122,4,16,No,5,2015-05-07,No
EMP1402,32,Male,Sales,Data Analyst,PhD,Marketing,69760,3,16,No,1,2019-02-15,No
EMP1403,36,Female,Research & Development,Data Analyst,Master's,Finance,48478,4,10,No,1,2018-04-06,No
EMP1404,46,Male,Research & Development,Manager,Bachelor's,Marketing,152881,3,2,No,2,2022-03-24,Yes
EMP1405,46,Female,Human Resources,Research Scientist,Bachelor's,Marketing,96854,2,14,Yes,5,2015-10-21,No
EMP1406,41,Female,Sales,Manager,PhD,Medical,119230,3,20,Yes,4,2025-09-21,No
EMP1407,59,Male,Research & Development,IT Specialist,Master's,Marketing,110716,4,10,Yes,5,2025-02-26,No
EMP1408,56,Male,Sales,IT Specialist,Bachelor's,Life Sciences,168252,4,15,No,3,2018-09-28,No
EMP1409,53,Female,Finance,Research Scientist,Master's,Technical Degree,123538,4,8,No,1,2017-10-16,No
EMP1410,50,Male,Human Resources,Financial Analyst,Bachelor's,Technical Degree,40372,2,0,No,3,2021-06-15,No
EMP1411,57,Male,Research & Development,Research Scientist,Master's,Human Resources,54796,3,15,Yes,4,2022-06-02,Yes
EMP1412,43,Female,Sales,HR Specialist,Master's,Finance,123826,3,8,No,3,2022-01-19,Yes
EMP1413,30,Female,IT,IT Specialist,Bachelor's,Life Sciences,145592,4,18,No,5,2022-01-31,No
EMP1414,25,Male,Sales,Sales Executive,PhD,Marketing,118635,3,11,No,3,2016-02-23,No
EMP1415,56,Female,Sales,Sales Executive,Master's,Technical Degree,136022,1,18,No,4,2016-03-19,No
EMP1416,54,Male,Research & Development,Financial Analyst,Master's,Life Sciences,79040,1,8,No,4,2016-11-15,Yes
EMP1417,51,Male,Sales,HR Specialist,Bachelor's,Technical Degree,100357,1,6,No,4,2024-12-08,No
EMP1418,30,Male,IT,Manager,Bachelor's,Marketing,103356,3,13,No,5,2022-11-27,No
EMP1419,39,Female,Finance,HR Specialist,Bachelor's,Technical Degree,41211,2,18,Yes,4,2021-04-02,No
EMP1420,52,Male,Sales,Sales Executive,Master's,Finance,130426,2,18,Yes,1,2019-01-02,No
EMP1421,21,Male,Research & Development,Sales Executive,Bachelor's,Finance,30842,2,1,No,4,2021-03-11,Yes
EMP1422,25,Male,IT,IT Specialist,Master's,Human Resources,91852,2,8,No,3,2015-03-26,No
EMP1423,24,Female,IT,HR Specialist,Master's,Human Resources,150737,1,12,No,3,2022-10-12,No
EMP1424,36,Female,Research & Development,HR Specialist,Bachelor's,Technical Degree,70968,1,14,No,3,2019-11-03,No
EMP1425,44,Female,IT,Sales Executive,Master's,Life Sciences,42508,4,2,No,5,2015-03-26,No
EMP1426,36,Female,IT,Manager,Bachelor's,Finance,178077,3,10,No,3,2020-04-28,No
EMP1427,22,Female,Human Resources,Financial Analyst,PhD,Life Sciences,79575,3,20,No,5,2024-09-30,No
EMP1428,48,Male,Sales,Data Analyst,Bachelor's,Life Sciences,175043,2,13,No,5,2020-10-13,No
EMP1429,52,Female,Research & Development,Financial Analyst,Bachelor's,Technical Degree,91914,1,7,No,4,2019-07-28,No
EMP1430,47,Female,Finance,HR Specialist,Bachelor's,Life Sciences,92055,2,17,No,1,2016-10-24,No
EMP1431,40,Female,Sales,Financial Analyst,Bachelor's,Finance,112697,4,18,No,4,2016-09-18,No
EMP1432,44,Male,Finance,Sales Executive,Master's,Marketing,131239,3,15,No,4,2015-03-05,No
EMP1433,32,Female,Sales,Sales Executive,Master's,Human Resources,148106,3,1,Yes,5,2024-05-07,No
EMP1434,55,Female,Sales,HR Specialist,Master's,Marketing,30355,2,7,No,5,2023-03-06,No
EMP1435,53,Male,Research & Development,HR Specialist,Bachelor's,Life Sciences,79120,4,5,No,3,2025-10-21,No
EMP1436,53,Female,Sales,Data Analyst,Bachelor's,Marketing,63342,3,11,Yes,3,2017-07-07,No
EMP1437,57,Male,IT,Data Analyst,Bachelor's,Finance,27257,4,14,No,4,2018-10-07,No
EMP1438,32,Male,Finance,IT Specialist,Master's,Finance,52364,4,7,No,2,2018-03-27,No
EMP1439,23,Male,Finance,HR Specialist,Master's,Life Sciences,136715,2,3,Yes,2,2019-06-01,No
EMP1440,21,Male,Research & Development,Manager,Bachelor's,Technical Degree,51654,1,14,No,3,2016-05-05,No
EMP1441,53,Male,Sales,Financial Analyst,Bachelor's,Marketing,106423,2,19,Yes,2,2025-03-18,Yes
EMP1442,60,Female,Research & Development,HR Specialist,Master's,Technical Degree,54320,1,16,Yes,3,2020-02-22,No
EMP1443,30,Male,Research & Development,Research Scientist,Master's,Technical Degree,45808,4,12,No,5,2024-09-04,No
EMP1444,49,Male,Research & Development,IT Specialist,Master's,Medical,77389,1,17,No,4,2024-01-10,Yes
EMP1445,33,Female,Sales,Research Scientist,PhD,Life Sciences,143581,4,1,Yes,1,2020-04-24,Yes
EMP1446,32,Male,Research & Development,Sales Executive,Bachelor's,Human Resources,152927,3,12,No,4,2015-11-09,No
EMP1447,51,Female,Research & Development,Data Analyst,Bachelor's,Finance,59773,3,12,No,3,2022-04-16,No
EMP1448,22,Female,IT,Financial Analyst,Master's,Finance,101396,3,14,Yes,3,2017-07-07,No
EMP1449,55,Female,IT,HR Specialist,Master's,Life Sciences,132692,2,19,Yes,4,2020-02-26,No
EMP1450,43,Male,Research & Development,Research Scientist,Bachelor's,Human Resources,82505,2,9,No,3,2017-03-23,No
EMP1451,37,Male,Research & Development,Financial Analyst,Master's,Finance,110896,4,2,No,2,2023-03-07,No
EMP1452,46,Male,Human Resources,Sales Executive,Master's,Life Sciences,43135,3,18,No,2,2019-01-29,No
EMP1453,28,Female,Sales,Data Analyst,Master's,Finance,115887,2,2,No,3,2023-08-26,No
EMP1454,49,Male,IT,Manager,Master's,Technical Degree,147118,3,13,No,3,2025-10-29,No
EMP1455,46,Male,Finance,IT Specialist,Bachelor's,Marketing,72377,2,7,Yes,2,2018-08-19,No
EMP1456,30,Male,Research & Development,Financial Analyst,Master's,Marketing,179626,1,3,No,3,2016-11-10,Yes
EMP1457,46,Female,Research & Development,Financial Analyst,Master's,Finance,87491,1,19,No,3,2016-03-10,No
EMP1458,54,Female,Sales,Manager,Master's,Medical,83283,3,10,No,4,2016-11-12,No
EMP1459,27,Male,Research & Development,Financial Analyst,Master's,Human Resources,41923,4,10,Yes,1,2018-03-04,No
EMP1460,24,Male,Sales,Sales Executive,Master's,Human Resources,72591,2,10,Yes,2,2017-12-09,No
EMP1461,31,Male,Finance,Sales Executive,Bachelor's,Human Resources,87261,2,1,No,4,2018-12-26,No
EMP1462,49,Male,Sales,Manager,Master's,Technical Degree,79336,1,16,No,1,2021-07-15,No
EMP1463,56,Female,Research & Development,IT Specialist,Master's,Human Resources,99083,1,8,Yes,3,2021-07-22,No
EMP1464,45,Female,IT,HR Specialist,Master's,Marketing,85948,4,1,No,3,2022-05-17,No
EMP1465,41,Female,Human Resources,Research Scientist,Master's,Technical Degree,51672,4,14,Yes,4,2018-10-02,No
EMP1466,56,Female,Sales,HR Specialist,Master's,Life Sciences,29213,4,15,No,3,2016-10-10,No
EMP1467,30,Male,Sales,Financial Analyst,Bachelor's,Human Resources,166365,3,3,No,5,2015-09-02,No
EMP1468,57,Male,Sales,Research Scientist,Master's,Human Resources,87507,1,7,No,4,2020-11-26,No
EMP1469,29,Male,Human Resources,Manager,Bachelor's,Life Sciences,82134,3,8,No,1,2025-09-01,No
EMP1470,44,Female,Sales,Manager,Bachelor's,Human Resources,158172,1,4,No,4,2025-08-06,No
EMP1471,55,Male,Research & Development,IT Specialist,Master's,Life Sciences,53172,1,15,No,2,2022-01-24,Yes
EMP1472,55,Female,IT,Research Scientist,Master's,Technical Degree,45132,2,12,No,4,2023-08-28,Yes
EMP1473,56,Female,Sales,Sales Executive,Bachelor's,Marketing,43199,1,6,No,3,2015-10-23,No
EMP1474,38,Male,IT,Research Scientist,Bachelor's,Life Sciences,61609,1,19,No,3,2020-11-29,No
EMP1475,59,Male,IT,Financial Analyst,Master's,Medical,164088,3,16,Yes,5,2025-08-20,No
EMP1476,52,Male,Sales,Sales Executive,Bachelor's,Life Sciences,56881,1,2,Yes,5,2019-06-01,Yes
EMP1477,44,Female,IT,Data Analyst,Bachelor's,Human Resources,49472,3,4,No,5,2023-11-23,No
EMP1478,43,Male,Research & Development,Data Analyst,Bachelor's,Technical Degree,79131,4,18,No,1,2021-07-18,No
EMP1479,52,Female,IT,Data Analyst,Bachelor's,Finance,37828,1,11,No,5,2025-03-20,No
EMP1480,57,Male,Research & Development,Manager,Bachelor's,Technical Degree,121664,1,6,Yes,1,2020-11-18,No
EMP1481,32,Female,Human Resources,Research Scientist,Bachelor's,Finance,157473,3,8,No,5,2025-06-26,No
EMP1482,33,Female,Research & Development,Data Analyst,Bachelor's,Life Sciences,40193,4,5,No,1,2022-04-30,No
EMP1483,43,Male,Finance,HR Specialist,Master's,Marketing,176379,2,16,No,4,2019-06-16,No
EMP1484,45,Female,Human Resources,IT Specialist,Master's,Medical,127518,4,15,No,4,2024-07-04,No
EMP1485,55,Female,Research & Development,HR Specialist,Master's,Technical Degree,44611,3,2,No,3,2015-01-28,No
EMP1486,50,Male,Finance,Data Analyst,Bachelor's,Human Resources,168022,4,20,No,1,2023-03-04,No
EMP1487,37,Female,Sales,IT Specialist,Bachelor's,Finance,101240,3,3,No,2,2020-06-08,No
EMP1488,40,Male,Sales,Financial Analyst,Master's,Human Resources,27745,3,9,Yes,3,2019-04-10,No
EMP1489,45,Female,Sales,HR Specialist,Bachelor's,Marketing,80243,2,4,No,4,2015-02-27,No
EMP1490,42,Male,Research & Development,Research Scientist,Bachelor's,Finance,28866,1,20,No,1,2019-03-02,No
EMP1491,33,Male,Sales,Research Scientist,Master's,Technical Degree,153681,3,9,No,5,2015-10-24,No
EMP1492,39,Female,IT,HR Specialist,Master's,Life Sciences,96354,3,11,Yes,2,2020-12-21,No
EMP1493,56,Female,Sales,Data Analyst,Bachelor's,Human Resources,76374,2,9,No,4,2024-04-25,No
EMP1494,32,Female,Human Resources,Research Scientist,Bachelor's,Marketing,139397,3,12,No,3,2021-04-15,No
EMP1495,39,Female,Sales,Financial Analyst,Master's,Technical Degree,149577,1,10,Yes,1,2023-05-27,No
EMP1496,32,Female,IT,Sales Executive,Bachelor's,Technical Degree,106029,2,15,No,2,2022-02-10,No
EMP1497,29,Male,IT,Data Analyst,Master's,Technical Degree,118574,1,7,No,1,2017-06-20,No
EMP1498,27,Female,Research & Development,Financial Analyst,Master's,Technical Degree,176519,1,7,No,5,2020-05-18,Yes
EMP1499,48,Male,IT,IT Specialist,PhD,Finance,55431,2,7,No,3,2018-01-03,No
EMP1500,34,Male,Sales,Financial Analyst,Bachelor's,Technical Degree,173980,3,12,Yes,1,2019-08-05,No
